site_name,site_code,New_taxon,block,trt,year_trt,max_cover,year
Churning Rapids,chur_dn.us,Elymus_repens,4,Disturbance,T1,4,2022
Churning Rapids,chur_dn.us,Elymus_repens,1,Control,T2,1,2023
Churning Rapids,chur_dn.us,Elymus_repens,2,NPK,T2,5,2023
Churning Rapids,chur_dn.us,Elymus_repens,3,NPK,T2,5,2023
Churning Rapids,chur_dn.us,Elymus_repens,4,NPK,T2,17,2023
Jena,jena_dn.de,Elymus_repens,4,Control,T0,0.5,2021
Jena,jena_dn.de,Elymus_repens,4,NPK,T0,1,2021
Jena,jena_dn.de,Elymus_repens,5,Control,T0,4,2021
Jena,jena_dn.de,Elymus_repens,5,Disturbance,T0,2,2021
Jena,jena_dn.de,Elymus_repens,6,Disturbance,T0,1,2021
Jena,jena_dn.de,Elymus_repens,6,NPK,T0,6,2021
Jena,jena_dn.de,Elymus_repens,4,Control,T1,1,2022
Jena,jena_dn.de,Elymus_repens,4,Disturbance,T1,0.5,2022
Jena,jena_dn.de,Elymus_repens,5,NPK,T1,1,2022
Jena,jena_dn.de,Elymus_repens,5,Control,T1,0.5,2022
Jena,jena_dn.de,Elymus_repens,5,Disturbance,T1,3,2022
Jena,jena_dn.de,Elymus_repens,6,Disturbance,T1,11,2022
Jena,jena_dn.de,Elymus_repens,6,NPK,T1,7,2022
Jena,jena_dn.de,Elymus_repens,6,Control,T1,1,2022
Jena,jena_dn.de,Elymus_repens,4,Control,T2,0.5,2023
Jena,jena_dn.de,Elymus_repens,4,Disturbance,T2,3,2023
Jena,jena_dn.de,Elymus_repens,5,Control,T2,0.5,2023
Jena,jena_dn.de,Elymus_repens,5,Disturbance,T2,2,2023
Jena,jena_dn.de,Elymus_repens,6,Disturbance,T2,23,2023
Jena,jena_dn.de,Elymus_repens,6,NPK,T2,7,2023
Jena,jena_dn.de,Elymus_repens,6,Control,T2,2,2023
Kellogg Biological Station (KBS),kell_dn.us,Elymus_repens,3,Disturbance,T0,3,2021
Kellogg Biological Station (KBS),kell_dn.us,Elymus_repens,1,NPK,T2,1,2023
Kniezenberg,kzbg_dn.at,Elymus_repens,1,NPK,T1,1,2023
Kniezenberg,kzbg_dn.at,Elymus_repens,3,Control,T2,2,2024
Lublin,lubl_dn.pl,Elymus_repens,1,NPK,T0,70,2021
Lublin,lubl_dn.pl,Elymus_repens,1,Control,T0,40,2021
Lublin,lubl_dn.pl,Elymus_repens,1,Disturbance,T0,5,2021
Lublin,lubl_dn.pl,Elymus_repens,2,NPK,T0,25,2021
Lublin,lubl_dn.pl,Elymus_repens,2,Disturbance,T0,10,2021
Lublin,lubl_dn.pl,Elymus_repens,2,Control,T0,10,2021
Lublin,lubl_dn.pl,Elymus_repens,3,Disturbance,T0,5,2021
Lublin,lubl_dn.pl,Elymus_repens,3,Control,T0,15,2021
Lublin,lubl_dn.pl,Elymus_repens,3,NPK,T0,8,2021
Lublin,lubl_dn.pl,Elymus_repens,1,NPK,T1,10,2022
Lublin,lubl_dn.pl,Elymus_repens,1,Control,T1,40,2022
Lublin,lubl_dn.pl,Elymus_repens,1,Disturbance,T1,80,2022
Lublin,lubl_dn.pl,Elymus_repens,2,NPK,T1,10,2022
Lublin,lubl_dn.pl,Elymus_repens,2,Disturbance,T1,0.5,2022
Lublin,lubl_dn.pl,Elymus_repens,2,Control,T1,50,2022
Lublin,lubl_dn.pl,Elymus_repens,3,Disturbance,T1,1,2022
Lublin,lubl_dn.pl,Elymus_repens,3,Control,T1,1,2022
Lublin,lubl_dn.pl,Elymus_repens,3,NPK,T1,60,2022
Millville,mill_dn.us,Elymus_repens,1,NPK,T2,1,2023
Millville,mill_dn.us,Elymus_repens,1,Disturbance,T2,2,2023
Millville,mill_dn.us,Elymus_repens,2,NPK,T2,3,2023
Millville,mill_dn.us,Elymus_repens,2,Control,T2,1,2023
Millville,mill_dn.us,Elymus_repens,3,NPK,T2,33,2023
Millville,mill_dn.us,Elymus_repens,3,Control,T2,3,2023
Millville,mill_dn.us,Elymus_repens,3,Disturbance,T2,30,2023
Cary IES,cary_dn.us,Erigeron_canadensis,1,Disturbance,T2,1,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Erigeron_canadensis,1,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Erigeron_canadensis,3,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Erigeron_canadensis,1,Disturbance,T3,3,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Erigeron_canadensis,3,Disturbance,T3,10,2024
Hulun Buir,hulu_dn.cn,Erigeron_canadensis,4,Control,T1,2,2020
Lublin,lubl_dn.pl,Erigeron_canadensis,1,Disturbance,T1,1,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Control,T0,0.1,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Disturbance,T0,0.1,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,NPK,T0,0.5,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,3,Control,T0,0.5,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Control,T0,0.2,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,NPK,T0,0.2,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Disturbance,T0,0.3,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Control,T0,5,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Disturbance,T0,3,2022
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,1,NPK,T1,0.2,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,1,Control,T1,0.1,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Control,T1,1,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Disturbance,T1,4,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,NPK,T1,8,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,3,Disturbance,T1,0.1,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,3,Control,T1,25,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Control,T1,1.8,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,NPK,T1,1,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Disturbance,T1,5,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Control,T1,1,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Disturbance,T1,4,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,NPK,T1,8,2023
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,1,Disturbance,T2,10,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Control,T2,0.1,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,Disturbance,T2,4,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,2,NPK,T2,10,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,3,Disturbance,T2,1,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,3,Control,T2,3,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Control,T2,0.4,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,NPK,T2,3,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,4,Disturbance,T2,30,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Control,T2,2,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,Disturbance,T2,4,2024
Piedmont Prairie,pied_dn.us,Erigeron_canadensis,5,NPK,T2,0.1,2024
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,4,Disturbance,T1,1,2022
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,1,Disturbance,T2,12,2023
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,2,Disturbance,T2,0.5,2023
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,4,Disturbance,T2,1,2023
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,1,Control,T3,4,2024
University of Michigan Biological Station,umbs_dn.us,Erigeron_canadensis,2,Disturbance,T3,1,2024
Jena,jena_dn.de,Erophila_verna,4,Control,T0,0.5,2021
Jena,jena_dn.de,Erophila_verna,4,Control,T1,0.5,2022
Jena,jena_dn.de,Erophila_verna,6,Control,T1,0.5,2022
Jena,jena_dn.de,Erophila_verna,4,Disturbance,T2,0.5,2023
Jena,jena_dn.de,Erophila_verna,6,Disturbance,T2,0.5,2023
Bayreuth DRAGNet,bayr_dn.de,Fragaria_vesca,4,Disturbance,T0,1,2020
Churning Rapids,chur_dn.us,Fragaria_vesca,1,Disturbance,T0,7,2021
Churning Rapids,chur_dn.us,Fragaria_vesca,3,NPK,T0,18,2021
Churning Rapids,chur_dn.us,Fragaria_vesca,3,Control,T0,5,2021
Churning Rapids,chur_dn.us,Fragaria_vesca,1,Disturbance,T1,1,2022
Churning Rapids,chur_dn.us,Fragaria_vesca,3,NPK,T1,4,2022
Churning Rapids,chur_dn.us,Fragaria_vesca,3,Control,T1,3,2022
Churning Rapids,chur_dn.us,Fragaria_vesca,4,Control,T1,2,2022
Churning Rapids,chur_dn.us,Fragaria_vesca,1,Disturbance,T2,13,2023
Churning Rapids,chur_dn.us,Fragaria_vesca,3,NPK,T2,1,2023
Churning Rapids,chur_dn.us,Fragaria_vesca,3,Control,T2,3,2023
Lublin,lubl_dn.pl,Fragaria_vesca,1,NPK,T0,80,2021
Lublin,lubl_dn.pl,Fragaria_vesca,1,Disturbance,T0,30,2021
Lublin,lubl_dn.pl,Fragaria_vesca,2,NPK,T0,3,2021
Lublin,lubl_dn.pl,Fragaria_vesca,2,Disturbance,T0,10,2021
Lublin,lubl_dn.pl,Fragaria_vesca,2,Control,T0,5,2021
Lublin,lubl_dn.pl,Fragaria_vesca,3,Control,T0,4,2021
Lublin,lubl_dn.pl,Fragaria_vesca,1,NPK,T1,80,2022
Lublin,lubl_dn.pl,Fragaria_vesca,2,NPK,T1,0.5,2022
Lublin,lubl_dn.pl,Fragaria_vesca,2,Control,T1,5,2022
Saihanba,saih_dn.cn,Fragaria_vesca,3,Control,T1,0.5,2024
Ukulinga,ukul_dn.za,Heteropogon_contortus,3,Control,T0,3,2021
Ukulinga,ukul_dn.za,Heteropogon_contortus,3,Control,T1,3,2022
Ukulinga,ukul_dn.za,Heteropogon_contortus,3,Control,T2,4,2023
Ukulinga,ukul_dn.za,Heteropogon_contortus,3,Control,T3,3,2024
Bad Lauchstaedt,badlau_dn.de,Hypochaeris_radicata,3,NPK,T0,1,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,1,Disturbance,T0,13,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,2,NPK,T0,3,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Control,T0,2,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Disturbance,T0,9,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,4,Disturbance,T0,35,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,NPK,T0,1,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,Control,T0,4,2020
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,1,Disturbance,T1,4,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,2,NPK,T1,2,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Control,T1,3,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Disturbance,T1,2,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,4,Disturbance,T1,10,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,NPK,T1,1,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,Control,T1,3,2021
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,1,Disturbance,T2,5,2022
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Control,T2,3,2022
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Disturbance,T2,4,2022
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,4,Disturbance,T2,40,2022
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,Control,T2,7,2022
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Control,T3,5,2023
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,3,Disturbance,T3,1,2023
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,4,Disturbance,T3,8,2023
Bayreuth DRAGNet,bayr_dn.de,Hypochaeris_radicata,5,Control,T3,10,2023
Cass,cass_dn.nz,Hypochaeris_radicata,1,NPK,T0,2,2022
Cass,cass_dn.nz,Hypochaeris_radicata,1,Disturbance,T0,1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,1,Control,T0,2,2022
Cass,cass_dn.nz,Hypochaeris_radicata,2,NPK,T0,3,2022
Cass,cass_dn.nz,Hypochaeris_radicata,2,Control,T0,1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,2,Disturbance,T0,0.1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,3,Control,T0,0.1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,3,NPK,T0,0.1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,4,Control,T0,4,2022
Cass,cass_dn.nz,Hypochaeris_radicata,4,Disturbance,T0,2,2022
Cass,cass_dn.nz,Hypochaeris_radicata,5,Control,T0,5,2022
Cass,cass_dn.nz,Hypochaeris_radicata,5,NPK,T0,6,2022
Cass,cass_dn.nz,Hypochaeris_radicata,5,Disturbance,T0,1,2022
Cass,cass_dn.nz,Hypochaeris_radicata,1,NPK,T1,1,2023
Cass,cass_dn.nz,Hypochaeris_radicata,1,Disturbance,T1,15,2023
Cass,cass_dn.nz,Hypochaeris_radicata,1,Control,T1,2,2023
Cass,cass_dn.nz,Hypochaeris_radicata,2,NPK,T1,5,2023
Cass,cass_dn.nz,Hypochaeris_radicata,2,Control,T1,1,2023
Cass,cass_dn.nz,Hypochaeris_radicata,2,Disturbance,T1,17,2023
Cass,cass_dn.nz,Hypochaeris_radicata,3,Control,T1,0.1,2023
Cass,cass_dn.nz,Hypochaeris_radicata,3,Disturbance,T1,5,2023
Cass,cass_dn.nz,Hypochaeris_radicata,4,Control,T1,4,2023
Cass,cass_dn.nz,Hypochaeris_radicata,4,Disturbance,T1,6,2023
Cass,cass_dn.nz,Hypochaeris_radicata,5,Control,T1,2,2023
Cass,cass_dn.nz,Hypochaeris_radicata,5,NPK,T1,2,2023
Cass,cass_dn.nz,Hypochaeris_radicata,5,Disturbance,T1,10,2023
Cass,cass_dn.nz,Hypochaeris_radicata,1,NPK,T2,3,2024
Cass,cass_dn.nz,Hypochaeris_radicata,1,Disturbance,T2,3,2024
Cass,cass_dn.nz,Hypochaeris_radicata,1,Control,T2,2,2024
Cass,cass_dn.nz,Hypochaeris_radicata,2,NPK,T2,2,2024
Cass,cass_dn.nz,Hypochaeris_radicata,2,Control,T2,3,2024
Cass,cass_dn.nz,Hypochaeris_radicata,2,Disturbance,T2,4,2024
Cass,cass_dn.nz,Hypochaeris_radicata,3,Control,T2,2,2024
Cass,cass_dn.nz,Hypochaeris_radicata,3,Disturbance,T2,0.1,2024
Cass,cass_dn.nz,Hypochaeris_radicata,4,Control,T2,3,2024
Cass,cass_dn.nz,Hypochaeris_radicata,4,Disturbance,T2,3,2024
Cass,cass_dn.nz,Hypochaeris_radicata,5,Control,T2,2,2024
Cass,cass_dn.nz,Hypochaeris_radicata,5,NPK,T2,1,2024
Cass,cass_dn.nz,Hypochaeris_radicata,5,Disturbance,T2,5,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,1,Disturbance,T1,2,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,1,NPK,T1,7,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,2,NPK,T1,1,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,3,Control,T1,1,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,1,NPK,T2,2,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,2,Disturbance,T2,1,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,3,Control,T2,2,2023
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,1,NPK,T3,1,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,2,Control,T3,2,2024
CEREEP - Ecotron IDF,cereep_dn.fr,Hypochaeris_radicata,3,Control,T3,2,2024
Lublin,lubl_dn.pl,Hypochaeris_radicata,2,Disturbance,T0,2,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Disturbance,T0,6,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,NPK,T0,0.5,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Control,T0,2,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Control,T0,2,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,NPK,T0,2,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Disturbance,T0,1,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,NPK,T0,6,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Disturbance,T0,1,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Control,T0,0.5,2021
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Disturbance,T1,8,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,NPK,T1,1,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Control,T1,2,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Control,T1,1,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,NPK,T1,3,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,NPK,T1,9,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Disturbance,T1,3,2022
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Disturbance,T2,15,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Control,T2,1,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Control,T2,1,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Disturbance,T2,6,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,NPK,T2,4,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Disturbance,T2,8,2023
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Disturbance,T3,65,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,1,Control,T3,6,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Control,T3,26,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,2,Disturbance,T3,39,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,NPK,T3,9,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Disturbance,T3,45,2024
Nillahcootie,nilla_dn.au,Hypochaeris_radicata,3,Control,T3,2,2024
Ainsdale Dune Slacks,ains_dn.uk,Jacobaea_vulgaris,3,Disturbance,T1,1,2023
Algaida,alga_dn.es,Jacobaea_vulgaris,1,Disturbance,T0,1,2020
Algaida,alga_dn.es,Jacobaea_vulgaris,1,Control,T0,2,2020
Algaida,alga_dn.es,Jacobaea_vulgaris,2,Control,T0,1,2020
Algaida,alga_dn.es,Jacobaea_vulgaris,2,Disturbance,T0,2,2020
Algaida,alga_dn.es,Jacobaea_vulgaris,3,NPK,T0,5,2020
Algaida,alga_dn.es,Jacobaea_vulgaris,1,Control,T1,1,2021
Algaida,alga_dn.es,Jacobaea_vulgaris,2,Disturbance,T1,2,2021
Algaida,alga_dn.es,Jacobaea_vulgaris,3,NPK,T1,4,2021
CEREEP - Ecotron IDF,cereep_dn.fr,Jacobaea_vulgaris,2,Disturbance,T1,1,2022
CEREEP - Ecotron IDF,cereep_dn.fr,Jacobaea_vulgaris,2,Disturbance,T3,1,2024
Lublin,lubl_dn.pl,Jacobaea_vulgaris,2,Disturbance,T0,10,2021
Lublin,lubl_dn.pl,Jacobaea_vulgaris,3,Disturbance,T0,25,2021
Lublin,lubl_dn.pl,Jacobaea_vulgaris,3,Control,T0,1,2021
Lublin,lubl_dn.pl,Jacobaea_vulgaris,3,NPK,T0,2,2021
Bad Lauchstaedt,badlau_dn.de,Knautia_arvensis,3,NPK,T2,2,2023
Bad Lauchstaedt,badlau_dn.de,Knautia_arvensis,3,NPK,T3,3,2024
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,NPK,T0,12,2020
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,Control,T0,23,2020
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,3,Control,T0,15,2020
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,NPK,T1,74,2021
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,Control,T1,40,2021
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,3,Disturbance,T1,4,2021
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,NPK,T2,40,2022
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,Control,T2,40,2022
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,NPK,T3,30,2023
Bayreuth DRAGNet,bayr_dn.de,Knautia_arvensis,2,Control,T3,30,2023
Agroscope Changins,chan_dn.ch,Knautia_arvensis,2,Control,T1,1,2021
Agroscope Changins,chan_dn.ch,Knautia_arvensis,3,Disturbance,T2,0.5,2022
Agroscope Changins,chan_dn.ch,Knautia_arvensis,2,Control,T3,0.5,2023
Agroscope Changins,chan_dn.ch,Knautia_arvensis,3,Control,T3,1,2023
WSL,wald_dn.ch,Knautia_arvensis,3,Disturbance,T0,6,2020
WSL,wald_dn.ch,Knautia_arvensis,3,Disturbance,T2,3,2022
WSL,wald_dn.ch,Knautia_arvensis,3,Disturbance,T3,9,2023
Wytham Woods,wyth_dn.uk,Knautia_arvensis,4,Disturbance,T0,4,2021
Wytham Woods,wyth_dn.uk,Knautia_arvensis,4,Disturbance,T1,0.5,2022
Wytham Woods,wyth_dn.uk,Knautia_arvensis,5,NPK,T1,1,2022
Wytham Woods,wyth_dn.uk,Knautia_arvensis,4,Disturbance,T2,7,2023
Wytham Woods,wyth_dn.uk,Knautia_arvensis,4,Disturbance,T3,1,2024
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,Control,T0,2,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,Disturbance,T0,4,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,Control,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,NPK,T0,3,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,Disturbance,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,NPK,T0,15,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,Control,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,4,Disturbance,T0,25,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,4,NPK,T0,3,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,NPK,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,Control,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,Disturbance,T0,10,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,Control,T0,10,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,NPK,T0,5,2019
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,Control,T1,2,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,NPK,T1,2,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,Control,T1,3,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,NPK,T1,1,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,NPK,T1,3,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,4,NPK,T1,2,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,4,Control,T1,3,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,NPK,T1,2,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,Control,T1,5,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,NPK,T1,2,2020
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,Control,T2,1,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,1,NPK,T2,5,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,Control,T2,3,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,NPK,T2,6,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,2,Disturbance,T2,3,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,NPK,T2,18,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,3,Control,T2,3,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,4,Control,T2,2,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,NPK,T2,2,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,5,Control,T2,0.5,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,Control,T2,2,2021
Hulun Buir,hulu_dn.cn,Koeleria_macrantha,6,NPK,T2,2,2021
Kellogg Biological Station (KBS),kell_dn.us,Koeleria_macrantha,3,Disturbance,T2,1,2023
Bad Lauchstaedt,badlau_dn.de,Lactuca_serriola,2,Disturbance,T1,1,2022
Bad Lauchstaedt,badlau_dn.de,Lactuca_serriola,2,Disturbance,T3,0.5,2024
Bayreuth DRAGNet,bayr_dn.de,Lactuca_serriola,5,NPK,T0,1,2020
Bayreuth DRAGNet,bayr_dn.de,Lactuca_serriola,1,Disturbance,T2,0.1,2022
Blandy Experimental Farm,blan_dn.us,Lactuca_serriola,3,Control,T1,5,2023
Jena,jena_dn.de,Lactuca_serriola,4,NPK,T1,0.5,2022
Jena,jena_dn.de,Lactuca_serriola,6,Disturbance,T1,12,2022
Jena,jena_dn.de,Lactuca_serriola,5,Disturbance,T2,6,2023
Jena,jena_dn.de,Lactuca_serriola,6,Disturbance,T2,27,2023
Kniezenberg,kzbg_dn.at,Lactuca_serriola,3,Disturbance,T1,1,2023
Oak Lake Field Station,olfs_dn.us,Lactuca_serriola,2,Disturbance,T1,1,2023
Oak Lake Field Station,olfs_dn.us,Lactuca_serriola,3,Disturbance,T1,1,2023
San Claudio,sanc_dn.ar,Lactuca_serriola,2,Disturbance,T1,0.25,2023
San Claudio,sanc_dn.ar,Lactuca_serriola,5,Disturbance,T1,0.25,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Lactuca_serriola,5,Disturbance,T1,1,2021
Wallula Gap Biological Station-North Face,wgno_dn.us,Lactuca_serriola,1,NPK,T3,1,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Lactuca_serriola,2,Disturbance,T3,2,2023
Wallula Gap Biological Station-North Face,wgno_dn.us,Lactuca_serriola,5,NPK,T3,1,2023
